origem_linha,particao
14609,treino
18550,treino
7801,treino
28586,treino
23125,treino
26040,treino
30575,treino
15608,treino
22804,treino
29652,treino
22937,treino
6647,treino
374,treino
26718,treino
8349,treino
6881,treino
10877,treino
14054,treino
32534,treino
8784,treino
24006,treino
22773,treino
26595,treino
1932,treino
28288,treino
26212,treino
21902,treino
9148,treino
11640,treino
3467,treino
15010,treino
30786,treino
31957,treino
15827,treino
729,treino
23733,treino
20299,treino
5478,treino
31620,treino
19620,treino
26397,treino
27135,treino
14352,treino
26802,treino
1289,treino
30022,treino
25401,treino
24121,treino
10434,treino
29842,treino
18738,treino
261,treino
16107,treino
13468,treino
3315,treino
32304,treino
17422,treino
9590,treino
29117,treino
14138,treino
14434,treino
2731,treino
20479,treino
16578,treino
26827,treino
782,treino
8939,treino
16080,treino
18244,treino
8921,treino
16703,treino
10073,treino
15784,treino
31132,treino
14453,treino
28525,treino
1423,treino
9558,treino
8574,treino
26780,treino
16588,treino
3820,treino
30643,treino
20755,treino
2467,treino
24888,treino
11290,treino
14340,treino
12518,treino
1076,treino
16828,treino
22360,treino
12196,treino
29880,treino
5298,treino
13049,treino
1576,treino
13192,treino
19886,treino
24747,treino
802,treino
25857,treino
17024,treino
30715,treino
25781,treino
14232,treino
27773,treino
31061,treino
445,treino
19561,treino
19415,treino
29609,treino
29481,treino
6299,treino
3382,treino
19028,treino
10270,treino
1704,treino
23406,treino
5374,treino
26588,treino
3884,treino
21639,treino
10296,treino
10750,treino
3966,treino
24626,treino
2382,treino
19776,treino
30011,treino
28621,treino
30042,treino
27053,treino
13773,treino
22447,treino
7549,treino
18186,treino
26197,treino
8435,treino
6089,treino
16142,treino
32024,treino
11656,treino
12046,treino
31186,treino
19267,treino
17022,treino
9354,treino
25435,treino
21111,treino
12426,treino
19383,treino
12028,treino
18048,treino
11096,treino
14031,treino
32521,treino
16163,treino
20640,treino
12560,treino
12607,treino
4273,treino
21348,treino
15799,treino
15251,treino
4384,treino
23768,treino
8512,treino
4171,treino
14108,treino
905,treino
20414,treino
20220,treino
20602,treino
15504,treino
15921,treino
640,treino
3613,treino
24427,treino
30640,treino
24111,treino
26004,treino
21247,treino
24574,treino
1327,treino
13173,treino
11718,treino
5505,treino
23292,treino
13338,treino
2391,treino
2293,treino
2941,treino
7966,treino
8562,treino
1768,treino
27108,treino
18923,treino
27814,treino
102,treino
9736,treino
20302,treino
20793,treino
25565,treino
6696,treino
10094,treino
4002,treino
22606,treino
9889,treino
26934,treino
31461,treino
21826,treino
29220,treino
4716,treino
7701,treino
21723,treino
27964,treino
27991,treino
17318,treino
5885,treino
21551,treino
2343,treino
15395,treino
2864,treino
1254,treino
13638,treino
24363,treino
14494,treino
1009,treino
11635,treino
12679,treino
7307,treino
12018,treino
14709,treino
8999,treino
2372,treino
13809,treino
14141,treino
11943,treino
2917,treino
29927,treino
3717,treino
26884,treino
8091,treino
5935,treino
26014,treino
2867,treino
21772,treino
8082,treino
26875,treino
1600,treino
17246,treino
11800,treino
1651,treino
20816,treino
22475,treino
4415,treino
20046,treino
8812,treino
18696,treino
9791,treino
30113,treino
17259,treino
5969,treino
18164,treino
29244,treino
4102,treino
26290,treino
19555,treino
12530,treino
16982,treino
13575,treino
11671,treino
24769,treino
12587,treino
2576,treino
16882,treino
18947,treino
821,treino
10919,treino
10291,treino
9506,treino
19439,treino
29021,treino
6032,treino
32510,treino
21609,treino
11821,treino
26668,treino
20150,treino
14429,treino
12824,treino
27817,treino
17390,treino
32543,treino
105,treino
25760,treino
8112,treino
5641,treino
585,treino
22802,treino
19985,treino
16215,treino
30991,treino
2182,treino
28854,treino
11773,treino
14084,treino
25156,treino
29771,treino
15254,treino
5717,treino
10057,treino
14954,treino
207,treino
30548,treino
26012,treino
31716,treino
25891,treino
25827,treino
1602,treino
30459,treino
46,treino
7609,treino
30364,treino
766,treino
7075,treino
22756,treino
2222,treino
5991,treino
10885,treino
15209,treino
14713,treino
127,treino
20456,treino
827,treino
10088,treino
20317,treino
29242,treino
24902,treino
9446,treino
31596,treino
19004,treino
28908,treino
15307,treino
31809,treino
23596,treino
7636,treino
4392,treino
7106,treino
13999,treino
4107,treino
18628,treino
25568,treino
31124,treino
10605,treino
21986,treino
7994,treino
478,treino
24564,treino
22490,treino
20663,treino
24152,treino
27571,treino
14606,treino
1138,treino
25928,treino
24241,treino
21558,treino
15879,treino
15390,treino
23756,treino
23402,treino
14724,treino
10709,treino
5735,treino
6498,treino
23404,treino
4113,treino
5651,treino
13758,treino
16617,treino
21281,treino
8268,treino
32365,treino
16663,treino
20131,treino
3905,treino
21378,treino
11564,treino
22477,treino
2871,treino
17322,treino
687,treino
11431,treino
27949,treino
27859,treino
24629,treino
24697,treino
842,treino
19261,treino
28030,treino
20949,treino
20066,treino
10231,treino
21106,treino
4452,treino
31547,treino
14317,treino
27721,treino
1352,treino
11188,treino
31079,treino
27021,treino
20910,treino
7789,treino
30431,treino
3614,treino
5718,treino
30632,treino
18371,treino
12693,treino
5872,treino
28008,treino
32393,treino
20913,treino
16622,treino
1272,treino
13169,treino
19024,treino
26457,treino
20683,treino
19003,treino
4291,treino
22080,treino
1436,treino
10874,treino
29660,treino
26652,treino
22129,treino
7127,treino
23845,treino
14885,treino
15346,treino
15057,treino
14365,treino
20151,treino
25550,treino
24998,treino
21255,treino
11735,treino
1670,treino
13035,treino
6439,treino
19391,treino
20999,treino
4848,treino
13148,treino
1474,treino
21338,treino
18002,treino
11241,treino
21417,treino
22921,treino
22553,treino
2559,treino
30847,treino
29186,treino
10509,treino
23236,treino
3605,treino
26028,treino
22036,treino
21018,treino
4217,treino
18577,treino
28524,treino
13398,treino
16087,treino
396,treino
10701,treino
16514,treino
32460,treino
19258,treino
25946,treino
7399,treino
12456,treino
29916,treino
24807,treino
11753,treino
8690,treino
9643,treino
11575,treino
31802,treino
17885,treino
18625,treino
2606,treino
32050,treino
26816,treino
30631,treino
19859,treino
23778,treino
6452,treino
4298,treino
1742,treino
4333,treino
28555,treino
27254,treino
31306,treino
15020,treino
19522,treino
22379,treino
8972,treino
6750,treino
9530,treino
21410,treino
2528,treino
30304,treino
6508,treino
12209,treino
20984,treino
23346,treino
26177,treino
284,treino
7778,treino
24062,treino
31265,treino
2505,treino
11051,treino
8128,treino
15289,treino
21227,treino
11651,treino
7952,treino
6971,treino
19483,treino
30160,treino
4470,treino
20378,treino
18587,treino
22332,treino
8951,treino
14068,treino
20872,treino
8398,treino
27683,treino
25591,treino
571,treino
24651,treino
28478,treino
31490,treino
18264,treino
31653,treino
28567,treino
24652,treino
2395,treino
20482,treino
24395,treino
31022,treino
5636,treino
31915,treino
19725,treino
23745,treino
25616,treino
12834,treino
28668,treino
18944,treino
1909,treino
29905,treino
1560,treino
18099,treino
32013,treino
10849,treino
24611,treino
19657,treino
11902,treino
8341,treino
15819,treino
4613,treino
8651,treino
21012,treino
188,treino
28498,treino
3869,treino
10856,treino
27221,treino
12278,treino
16347,treino
18684,treino
19626,treino
31270,treino
6038,treino
6422,treino
8020,treino
269,treino
21825,treino
5664,treino
5145,treino
22401,treino
31615,treino
28963,treino
14178,treino
14046,treino
22399,treino
4499,treino
15086,treino
7622,treino
25300,treino
13543,treino
30140,treino
29645,treino
23113,treino
25952,treino
30144,treino
32076,treino
9073,treino
31256,treino
10453,treino
26120,treino
1307,treino
6128,treino
12396,treino
26391,treino
28569,treino
9626,treino
23048,treino
3564,treino
28663,treino
23802,treino
30493,treino
19828,treino
18333,treino
24994,treino
1378,treino
376,treino
9796,treino
29883,treino
22947,treino
19650,treino
4611,treino
17181,treino
29664,treino
2887,treino
19882,treino
2562,treino
2612,treino
259,treino
30992,treino
9795,treino
23225,treino
9737,treino
29848,treino
3001,treino
29347,treino
25393,treino
13981,treino
9023,treino
25254,treino
6425,treino
3828,treino
27825,treino
28528,treino
22385,treino
19768,treino
17746,treino
974,treino
26912,treino
882,treino
280,treino
8094,treino
6515,treino
32250,treino
24966,treino
29026,treino
27898,treino
4403,treino
27528,treino
18053,treino
18955,treino
418,treino
10945,treino
17936,treino
8134,treino
13430,treino
338,treino
8839,treino
14190,treino
24958,treino
20236,treino
22105,treino
11984,treino
32574,treino
15427,treino
11851,treino
28083,treino
8934,treino
9962,treino
24525,treino
24507,treino
23412,treino
29321,treino
28885,treino
4880,treino
2355,treino
5269,treino
10021,treino
17932,treino
25086,treino
22890,treino
2379,treino
15626,treino
24143,treino
17399,treino
21116,treino
19872,treino
21213,treino
9636,treino
2800,treino
11161,treino
11710,treino
24643,treino
3565,treino
7394,treino
568,treino
15760,treino
20946,treino
4465,treino
21222,treino
23646,treino
12658,treino
27142,treino
29150,treino
4140,treino
5612,treino
13528,treino
4608,treino
20740,treino
30271,treino
21644,treino
20242,treino
7577,treino
19156,treino
24679,treino
3530,treino
15218,treino
3961,treino
28625,treino
8815,treino
4527,treino
17189,treino
14666,treino
32427,treino
16769,treino
26388,treino
18362,treino
4582,treino
27806,treino
29615,treino
10444,treino
5362,treino
6523,treino
28889,treino
1646,treino
14026,treino
23916,treino
12194,treino
9961,treino
3386,treino
15954,treino
22569,treino
24012,treino
26678,treino
9829,treino
17439,treino
29257,treino
15432,treino
16779,treino
26414,treino
26238,treino
11881,treino
26557,treino
13732,treino
18679,treino
29759,treino
27642,treino
7435,treino
20712,treino
25329,treino
2948,treino
8250,treino
9728,treino
9916,treino
8102,treino
28878,treino
5066,treino
23859,treino
13691,treino
32044,treino
13982,treino
3988,treino
18967,treino
30572,treino
9097,treino
5637,treino
15093,treino
15208,treino
291,treino
13507,treino
12443,treino
6337,treino
2265,treino
13351,treino
24399,treino
29651,treino
7638,treino
11864,treino
16280,treino
14804,treino
7917,treino
5649,treino
12807,treino
26720,treino
16975,treino
26985,treino
6226,treino
22843,treino
32058,treino
1008,treino
29844,treino
1099,treino
12698,treino
30427,treino
28256,treino
19194,treino
3352,treino
68,treino
27379,treino
18884,treino
31353,treino
25379,treino
10706,treino
29129,treino
28029,treino
3167,treino
1778,treino
26639,treino
13319,treino
4086,treino
17658,treino
23218,treino
28247,treino
3110,treino
29390,treino
28237,treino
8470,treino
9725,treino
3586,treino
13453,treino
29308,treino
21014,treino
23188,treino
31231,treino
27605,treino
1183,treino
11809,treino
23614,treino
14353,treino
24616,treino
2142,treino
10766,treino
22246,treino
9384,treino
20045,treino
31013,treino
24904,treino
23269,treino
669,treino
22353,treino
19349,treino
8560,treino
18702,treino
534,treino
3235,treino
21603,treino
7763,treino
13117,treino
31956,treino
16517,treino
16823,treino
7339,treino
29546,treino
30326,treino
19002,treino
15205,treino
11017,treino
24235,treino
23018,treino
1176,treino
5927,treino
11630,treino
29619,treino
459,treino
1832,treino
24623,treino
29512,treino
28100,treino
7076,treino
28052,treino
5089,treino
2173,treino
3668,treino
11277,treino
5840,treino
2280,treino
11555,treino
16619,treino
3603,treino
31505,treino
17575,treino
3930,treino
30409,treino
27498,treino
30053,treino
29679,treino
26291,treino
28154,treino
21557,treino
5803,treino
15121,treino
8242,treino
8725,treino
16050,treino
20637,treino
228,treino
1925,treino
8527,treino
5874,treino
26398,treino
3094,treino
17287,treino
15304,treino
18858,treino
12582,treino
11658,treino
18705,treino
30006,treino
7239,treino
4193,treino
25427,treino
24338,treino
14379,treino
21862,treino
14458,treino
22580,treino
31593,treino
15242,treino
14033,treino
15569,treino
18171,treino
10820,treino
26082,treino
26803,treino
4994,treino
13942,treino
11680,treino
28077,treino
27430,treino
7614,treino
20790,treino
21303,treino
31242,treino
4593,treino
20360,treino
8436,treino
31726,treino
10616,treino
18687,treino
14685,treino
9651,treino
25981,treino
12829,treino
1968,treino
7837,treino
5447,treino
15139,treino
25791,treino
681,treino
8557,treino
27413,treino
23525,treino
2045,treino
11249,treino
22268,treino
1511,treino
6245,treino
22256,treino
5972,treino
27015,treino
21324,treino
10731,treino
4135,treino
28169,treino
7978,treino
16870,treino
12454,treino
218,treino
27242,treino
26512,treino
22932,treino
30611,treino
10590,treino
27919,treino
13114,treino
25521,treino
4882,treino
21864,treino
5615,treino
17300,treino
5856,treino
1510,treino
15080,treino
21631,treino
4778,treino
584,treino
26113,treino
2725,treino
12770,treino
24861,treino
3212,treino
31724,treino
2537,treino
29440,treino
23307,treino
22847,treino
30315,treino
24105,treino
21124,treino
25575,treino
25063,treino
29653,treino
20930,treino
24070,treino
9820,treino
1224,treino
30242,treino
6561,treino
1819,treino
32053,treino
17823,treino
30426,treino
27450,treino
21567,treino
15639,treino
24754,treino
15221,treino
4426,treino
10556,treino
30507,treino
23167,treino
6920,treino
30059,treino
25088,treino
1111,treino
24454,treino
2487,treino
28851,treino
27833,treino
19682,treino
4451,treino
10200,treino
24252,treino
24540,treino
16923,treino
21152,treino
29878,treino
16052,treino
15012,treino
14422,treino
3942,treino
11839,treino
10366,treino
1807,treino
29373,treino
23425,treino
5619,treino
2951,treino
29599,treino
19167,treino
25727,treino
13393,treino
14704,treino
27339,treino
11891,treino
19995,treino
20094,treino
14850,treino
1278,treino
2699,treino
10719,treino
11461,treino
23423,treino
24607,treino
2779,treino
6247,treino
23252,treino
9964,treino
10199,treino
27158,treino
8150,treino
9007,treino
1852,treino
12581,treino
6636,treino
4754,treino
21774,treino
27051,treino
20935,treino
22361,treino
11339,treino
6331,treino
11407,treino
12102,treino
15384,treino
5692,treino
27167,treino
25112,treino
19395,treino
25828,treino
11023,treino
8075,treino
4294,treino
14056,treino
7509,treino
12565,treino
23995,treino
21104,treino
20831,treino
21839,treino
3943,treino
28234,treino
5908,treino
13630,treino
12398,treino
15430,treino
14968,treino
11696,treino
31859,treino
30336,treino
25494,treino
14845,treino
24466,treino
9048,treino
20629,treino
23435,treino
10858,treino
29305,treino
18835,treino
28523,treino
24760,treino
1680,treino
8930,treino
18242,treino
4975,treino
7827,treino
31852,treino
19437,treino
9521,treino
21791,treino
2777,treino
20859,treino
29120,treino
15096,treino
1995,treino
15737,treino
6460,treino
2848,treino
21117,treino
19377,treino
17840,treino
28027,treino
24322,treino
32266,treino
15676,treino
22013,treino
16540,treino
25737,treino
11537,treino
11697,treino
24692,treino
8899,treino
28944,treino
14356,treino
22420,treino
26262,treino
442,treino
23232,treino
25814,treino
20752,treino
26316,treino
31284,treino
2564,treino
2655,treino
9406,treino
25346,treino
9919,treino
30659,treino
18340,treino
1950,treino
3937,treino
7715,treino
15687,treino
29710,treino
9005,treino
1675,treino
21411,treino
25257,treino
5966,treino
31193,treino
881,treino
24079,treino
17796,treino
14922,treino
22382,treino
8964,treino
10253,treino
31376,treino
8211,treino
24872,treino
17180,treino
29145,treino
9183,treino
27757,treino
32091,treino
14576,treino
29402,treino
27394,treino
11199,treino
16582,treino
8581,treino
4127,treino
6720,treino
18536,treino
23470,treino
26902,treino
15348,treino
3503,treino
13583,treino
15494,treino
19035,treino
22372,treino
7228,treino
8502,treino
244,treino
29324,treino
12203,treino
13091,treino
5965,treino
15853,treino
29678,treino
467,treino
12498,treino
15932,treino
21780,treino
29746,treino
20516,treino
24808,treino
4837,treino
29942,treino
31624,treino
4855,treino
24713,treino
30225,treino
8837,treino
25894,treino
32086,treino
14953,treino
29393,treino
30429,treino
1457,treino
31406,treino
26168,treino
12393,treino
18272,treino
23429,treino
8339,treino
25174,treino
31707,treino
27990,treino
23356,treino
15420,treino
29269,treino
11102,treino
16855,treino
24957,treino
25863,treino
29816,treino
28088,treino
10857,treino
1636,treino
16642,treino
17518,treino
23175,treino
14959,treino
25686,treino
1382,treino
24304,treino
5631,treino
24174,treino
8910,treino
32173,treino
262,treino
17666,treino
4554,treino
20366,treino
2252,treino
21936,treino
27718,treino
12832,treino
27595,treino
27181,treino
2441,treino
9185,treino
19846,treino
20532,treino
24810,treino
6985,treino
30723,treino
29345,treino
24028,treino
19975,treino
19729,treino
28894,treino
1616,treino
18995,treino
29007,treino
4357,treino
16192,treino
23577,treino
26640,treino
10575,treino
24470,treino
1533,treino
4445,treino
21964,treino
13289,treino
30016,treino
26470,treino
12362,treino
26150,treino
7747,treino
13789,treino
30272,treino
14036,treino
32438,treino
28130,treino
26776,treino
31649,treino
24200,treino
4440,treino
11612,treino
17872,treino
28076,treino
11872,treino
18202,treino
11348,treino
9562,treino
11745,treino
23216,treino
3473,treino
22988,treino
30193,treino
21328,treino
26005,treino
16784,treino
23963,treino
13703,treino
5492,treino
7434,treino
8324,treino
16119,treino
27538,treino
22789,treino
1535,treino
13286,treino
29932,treino
31086,treino
17992,treino
8740,treino
19430,treino
29457,treino
13892,treino
8421,treino
30337,treino
27118,treino
23898,treino
24080,treino
29511,treino
4287,treino
19512,treino
20787,treino
10891,treino
5956,treino
24211,treino
26750,treino
2120,treino
24587,treino
16435,treino
12886,treino
24974,treino
27350,treino
19217,treino
18553,treino
11133,treino
26761,treino
17003,treino
23032,treino
30461,treino
23354,treino
26874,treino
14894,treino
14796,treino
31666,treino
30413,treino
14596,treino
22790,treino
18295,treino
29043,treino
12708,treino
25762,treino
4566,treino
31252,treino
17865,treino
941,treino
21865,treino
28741,treino
4700,treino
24500,treino
25204,treino
27106,treino
13276,treino
2697,treino
8090,treino
32267,treino
16292,treino
14128,treino
1187,treino
15207,treino
29907,treino
14200,treino
6728,treino
20889,treino
14770,treino
24724,treino
3770,treino
28188,treino
5070,treino
14970,treino
26928,treino
5192,treino
23627,treino
29796,treino
12001,treino
21314,treino
27094,treino
5944,treino
1142,treino
10538,treino
8808,treino
13849,treino
22771,treino
22927,treino
17356,treino
17539,treino
27283,treino
26565,treino
14269,treino
4525,treino
19771,treino
25084,treino
32471,treino
3458,treino
23088,treino
8392,treino
1943,treino
2749,treino
29435,treino
12571,treino
12166,treino
27149,treino
3944,treino
21735,treino
31670,treino
23422,treino
20311,treino
14106,treino
20005,treino
486,treino
28966,treino
26789,treino
4156,treino
28346,treino
17924,treino
14461,treino
12132,treino
26266,treino
4962,treino
4721,treino
22984,treino
8493,treino
6404,treino
1012,treino
20536,treino
21624,treino
3809,treino
10983,treino
13889,treino
5658,treino
30913,treino
30652,treino
30762,treino
16021,treino
30394,treino
4524,treino
25340,treino
23210,treino
1346,treino
31337,treino
28206,treino
13532,treino
10141,treino
16992,treino
31286,treino
5245,treino
7027,treino
16373,treino
23203,treino
31705,treino
22639,treino
5756,treino
5467,treino
21254,treino
6554,treino
32570,treino
1908,treino
5090,treino
24774,treino
1919,treino
3958,treino
23560,treino
25910,treino
26417,treino
29474,treino
32228,treino
7802,treino
14881,treino
23856,treino
21202,treino
7470,treino
14820,treino
22297,treino
20278,treino
10069,treino
25693,treino
18213,treino
771,treino
30327,treino
21036,treino
26066,treino
23509,treino
14314,treino
24376,treino
1702,treino
594,treino
5558,treino
11203,treino
4114,treino
18166,treino
24773,treino
10675,treino
13237,treino
29663,treino
25239,treino
1633,treino
20739,treino
28749,treino
17989,treino
30372,treino
31964,treino
21674,treino
11111,treino
22898,treino
2446,treino
12912,treino
16939,treino
22624,treino
11228,treino
4243,treino
6369,treino
28807,treino
8063,treino
19858,treino
25150,treino
12164,treino
22795,treino
11679,treino
22961,treino
25787,treino
21489,treino
3627,treino
12307,treino
9794,treino
27170,treino
29056,treino
27421,treino
18136,treino
23824,treino
883,treino
30818,treino
19525,treino
8634,treino
16729,treino
5126,treino
2696,treino
28804,treino
587,treino
10241,treino
1186,treino
2160,treino
2751,treino
17357,treino
25031,treino
27875,treino
1740,treino
4921,treino
30530,treino
4541,treino
1001,treino
24477,treino
11681,treino
5674,treino
9911,treino
8306,treino
24462,treino
32184,treino
4105,treino
18445,treino
5444,treino
14005,treino
15566,treino
6504,treino
27789,treino
26594,treino
25860,treino
6117,treino
3752,treino
24694,treino
30347,treino
11968,treino
14094,treino
21871,treino
18585,treino
5765,treino
7933,treino
5054,treino
11460,treino
26559,treino
23830,treino
20385,treino
21046,treino
2931,treino
24653,treino
13514,treino
24475,treino
11597,treino
2949,treino
28215,treino
25231,treino
20975,treino
16503,treino
22557,treino
12967,treino
14720,treino
12830,treino
23696,treino
27227,treino
1258,treino
12742,treino
18574,treino
22808,treino
26977,treino
19544,treino
4349,treino
7871,treino
17592,treino
31000,treino
26207,treino
30317,treino
16395,treino
21300,treino
23861,treino
20078,treino
5650,treino
3863,treino
604,treino
7038,treino
2295,treino
15673,treino
25881,treino
210,treino
27969,treino
25593,treino
2296,treino
5805,treino
26426,treino
22551,treino
15769,treino
21197,treino
15290,treino
18527,treino
29422,treino
18385,treino
5457,treino
16432,treino
8616,treino
29685,treino
10133,treino
9171,treino
4188,treino
9451,treino
16819,treino
10259,treino
13593,treino
4680,treino
14676,treino
14798,treino
21733,treino
23669,treino
23589,treino
21983,treino
28026,treino
19255,treino
10875,treino
16231,treino
2567,treino
23504,treino
5859,treino
15153,treino
3298,treino
12682,treino
23571,treino
20598,treino
2202,treino
9404,treino
22955,treino
891,treino
11613,treino
4121,treino
26094,treino
6003,treino
1459,treino
29341,treino
2253,treino
29716,treino
13064,treino
7203,treino
10136,treino
12542,treino
12638,treino
30233,treino
26006,treino
25880,treino
30472,treino
30498,treino
27057,treino
24839,treino
25671,treino
6436,treino
13606,treino
9778,treino
13925,treino
27799,treino
28767,treino
15961,treino
8794,treino
16766,treino
23947,treino
10286,treino
28909,treino
17330,treino
4614,treino
2309,treino
20053,treino
21144,treino
13139,treino
30663,treino
13887,treino
17615,treino
7319,treino
29364,treino
1502,treino
19124,treino
9081,treino
27244,treino
31451,treino
16600,treino
1836,treino
9499,treino
30282,treino
10045,treino
2031,treino
23321,treino
31104,treino
26157,treino
20458,treino
3164,treino
11066,treino
10742,treino
4202,treino
11988,treino
28176,treino
9390,treino
13607,treino
32043,treino
22607,treino
26825,treino
19614,treino
956,treino
31850,treino
24349,treino
12290,treino
21798,treino
7588,treino
7616,treino
26561,treino
26038,treino
5587,treino
14233,treino
21368,treino
2194,treino
125,treino
16055,treino
682,treino
22540,treino
17695,treino
26048,treino
26200,treino
22855,treino
324,treino
23789,treino
14630,treino
17443,treino
3,treino
30488,treino
20666,treino
25290,treino
1521,treino
5640,treino
12250,treino
6463,treino
8227,treino
16064,treino
1544,treino
12494,treino
13987,treino
1178,treino
8739,treino
9493,treino
18717,treino
6140,treino
171,treino
20169,treino
9594,treino
25724,treino
30054,treino
15675,treino
13094,treino
27694,treino
8666,treino
30893,treino
21924,treino
9429,treino
26852,treino
23816,treino
20549,treino
27480,treino
2208,treino
10893,treino
21529,treino
4624,treino
21185,treino
30853,treino
9405,treino
20892,treino
19007,treino
10391,treino
9016,treino
15437,treino
23031,treino
7869,treino
12048,treino
22610,treino
8405,treino
18033,treino
31057,treino
405,treino
27153,treino
7451,treino
8483,treino
17100,treino
8205,treino
22495,treino
7541,treino
18387,treino
16188,treino
26373,treino
4504,treino
6048,treino
8308,treino
3084,treino
29018,treino
32513,treino
7518,treino
22146,treino
26016,treino
832,treino
30150,treino
2859,treino
26690,treino
30110,treino
28398,treino
32283,treino
95,treino
18952,treino
21835,treino
25083,treino
21402,treino
25362,treino
7022,treino
32450,treino
11627,treino
3132,treino
15372,treino
23676,treino
31277,treino
18612,treino
27701,treino
24536,treino
15856,treino
29495,treino
21032,treino
31739,treino
20155,treino
30081,treino
23934,treino
31685,treino
17500,treino
27192,treino
3313,treino
13162,treino
2952,treino
22851,treino
9668,treino
6603,treino
15714,treino
28191,treino
3626,treino
29919,treino
17962,treino
16717,treino
11797,treino
21794,treino
3836,treino
12488,treino
11515,treino
28368,treino
22271,treino
29543,treino
3495,treino
23706,treino
17406,treino
11594,treino
17550,treino
31867,treino
6065,treino
16059,treino
30222,treino
9513,treino
4454,treino
18267,treino
9061,treino
18357,treino
6748,treino
6406,treino
29277,treino
9600,treino
11220,treino
13256,treino
6500,treino
18756,treino
13090,treino
18208,treino
871,treino
27282,treino
24248,treino
8904,treino
10834,treino
15154,treino
2870,treino
8077,treino
2534,treino
16262,treino
20289,treino
13569,treino
19804,treino
20210,treino
16721,treino
18152,treino
199,treino
27600,treino
17085,treino
365,treino
13292,treino
12107,treino
11914,treino
5914,treino
5365,treino
21930,treino
1478,treino
1902,treino
24315,treino
19445,treino
28410,treino
9914,treino
16462,treino
26474,treino
8255,treino
13927,treino
18758,treino
9164,treino
16357,treino
9318,treino
15073,treino
20488,treino
25675,treino
7815,treino
18149,treino
1065,treino
29923,treino
22284,treino
14873,treino
20604,treino
27525,treino
8491,treino
9385,treino
3506,treino
23738,treino
19376,treino
30094,treino
27019,treino
20849,treino
11410,treino
11729,treino
27131,treino
23098,treino
6189,treino
27849,treino
20830,treino
483,treino
16743,treino
29427,treino
11796,treino
1948,treino
29643,treino
14231,treino
24665,treino
6286,treino
19793,treino
12229,treino
9032,treino
9760,treino
8086,treino
16361,treino
29076,treino
639,treino
27479,treino
13498,treino
13859,treino
18927,treino
4902,treino
15038,treino
20658,treino
12744,treino
14583,treino
7488,treino
15460,treino
19581,treino
20440,treino
6534,treino
8554,treino
5904,treino
4216,treino
31586,treino
12647,treino
9124,treino
22809,treino
21518,treino
9894,treino
5617,treino
5272,treino
16710,treino
7729,treino
2036,treino
9832,treino
10615,treino
24306,treino
11759,treino
5550,treino
10525,treino
29283,treino
23080,treino
9557,treino
32213,treino
10492,treino
17675,treino
3826,treino
25345,treino
29419,treino
13316,treino
16151,treino
31354,treino
25530,treino
11626,treino
11437,treino
9797,treino
32022,treino
18697,treino
19438,treino
27037,treino
25178,treino
31146,treino
12825,treino
10000,treino
32242,treino
7984,treino
31582,treino
25234,treino
3871,treino
2353,treino
1110,treino
24139,treino
7411,treino
27428,treino
30049,treino
24039,treino
10606,treino
22233,treino
31999,treino
14840,treino
12964,treino
4938,treino
2113,treino
18000,treino
30009,treino
20827,treino
28106,treino
25553,treino
7378,treino
4084,treino
11747,treino
31151,treino
21935,treino
18292,treino
11878,treino
2862,treino
5575,treino
24756,treino
10385,treino
25421,treino
13258,treino
1601,treino
21961,treino
31717,treino
5742,treino
14102,treino
5817,treino
3240,treino
1907,treino
28103,treino
27845,treino
20794,treino
13467,treino
24419,treino
14448,treino
423,treino
19060,treino
22545,treino
9512,treino
30432,treino
15519,treino
27885,treino
686,treino
3906,treino
3026,treino
24442,treino
12473,treino
9252,treino
25920,treino
17195,treino
19353,treino
6540,treino
9079,treino
6888,treino
20259,treino
13326,treino
17436,treino
15630,treino
731,treino
5294,treino
16359,treino
22371,treino
7342,treino
8163,treino
8721,treino
28389,treino
2839,treino
4007,treino
20382,treino
15480,treino
19137,treino
18935,treino
7844,treino
22962,treino
20720,treino
28865,treino
1631,treino
10230,treino
31125,treino
20465,treino
952,treino
24262,treino
5525,treino
18147,treino
8531,treino
4724,treino
26324,treino
30354,treino
23245,treino
9432,treino
31090,treino
955,treino
8628,treino
1440,treino
25036,treino
10617,treino
12578,treino
19123,treino
30251,treino
28852,treino
988,treino
4703,treino
2809,treino
27419,treino
30349,treino
9836,treino
16542,treino
7165,treino
19777,treino
1777,treino
31470,treino
4326,treino
3445,treino
19781,treino
22777,treino
18359,treino
7130,treino
18994,treino
14890,treino
7026,treino
1915,treino
2743,treino
17197,treino
3318,treino
27956,treino
19744,treino
31746,treino
23273,treino
12805,treino
12996,treino
19780,treino
24250,treino
14546,treino
5734,treino
24124,treino
30379,treino
5730,treino
16800,treino
8406,treino
10003,treino
24702,treino
20291,treino
20347,treino
11896,treino
1252,treino
17303,treino
16058,treino
20288,treino
3300,treino
21125,treino
14610,treino
8624,treino
2960,treino
15670,treino
21565,treino
16154,treino
22484,treino
18990,treino
22153,treino
17102,treino
19019,treino
23495,treino
7175,treino
25116,treino
19618,treino
10608,treino
9876,treino
12334,treino
22816,treino
8967,treino
6372,treino
19316,treino
4311,treino
12570,treino
16988,treino
12876,treino
2508,treino
28163,treino
4484,treino
5988,treino
10217,treino
31868,treino
7450,treino
2026,treino
30000,treino
9270,treino
